Date,trend_hit
2017-05-01,59
2017-05-02,59
2017-05-03,59
2017-05-04,59
2017-05-05,59
2017-05-06,59
2017-05-07,59
2017-05-08,55
2017-05-09,55
2017-05-10,55
2017-05-11,55
2017-05-12,55
2017-05-13,55
2017-05-14,55
2017-05-15,54
2017-05-16,54
2017-05-17,54
2017-05-18,54
2017-05-19,54
2017-05-20,54
2017-05-21,54
2017-05-22,55
2017-05-23,55
2017-05-24,55
2017-05-25,55
2017-05-26,55
2017-05-27,55
2017-05-28,55
2017-05-29,55
2017-05-30,55
2017-05-31,55
2017-06-01,55
2017-06-02,55
2017-06-03,55
2017-06-04,55
2017-06-05,57
2017-06-06,57
2017-06-07,57
2017-06-08,57
2017-06-09,57
2017-06-10,57
2017-06-11,57
2017-06-12,58
2017-06-13,58
2017-06-14,58
2017-06-15,58
2017-06-16,58
2017-06-17,58
2017-06-18,58
2017-06-19,58
2017-06-20,58
2017-06-21,58
2017-06-22,58
2017-06-23,58
2017-06-24,58
2017-06-25,58
2017-06-26,58
2017-06-27,58
2017-06-28,58
2017-06-29,58
2017-06-30,58
2017-07-01,58
2017-07-02,58
2017-07-03,72
2017-07-04,72
2017-07-05,72
2017-07-06,72
2017-07-07,72
2017-07-08,72
2017-07-09,72
2017-07-10,59
2017-07-11,59
2017-07-12,59
2017-07-13,59
2017-07-14,59
2017-07-15,59
2017-07-16,59
2017-07-17,61
2017-07-18,61
2017-07-19,61
2017-07-20,61
2017-07-21,61
2017-07-22,61
2017-07-23,61
2017-07-24,61
2017-07-25,61
2017-07-26,61
2017-07-27,61
2017-07-28,61
2017-07-29,61
2017-07-30,61
2017-07-31,64
2017-08-01,64
2017-08-02,64
2017-08-03,64
2017-08-04,64
2017-08-05,64
2017-08-06,64
2017-08-07,60
2017-08-08,60
2017-08-09,60
2017-08-10,60
2017-08-11,60
2017-08-12,60
2017-08-13,60
2017-08-14,62
2017-08-15,62
2017-08-16,62
2017-08-17,62
2017-08-18,62
2017-08-19,62
2017-08-20,62
2017-08-21,62
2017-08-22,62
2017-08-23,62
2017-08-24,62
2017-08-25,62
2017-08-26,62
2017-08-27,62
2017-08-28,63
2017-08-29,63
2017-08-30,63
2017-08-31,63
2017-09-01,63
2017-09-02,63
2017-09-03,63
2017-09-04,60
2017-09-05,60
2017-09-06,60
2017-09-07,60
2017-09-08,60
2017-09-09,60
2017-09-10,60
2017-09-11,65
2017-09-12,65
2017-09-13,65
2017-09-14,65
2017-09-15,65
2017-09-16,65
2017-09-17,65
2017-09-18,62
2017-09-19,62
2017-09-20,62
2017-09-21,62
2017-09-22,62
2017-09-23,62
2017-09-24,62
2017-09-25,65
2017-09-26,65
2017-09-27,65
2017-09-28,65
2017-09-29,65
2017-09-30,65
2017-10-01,65
2017-10-02,64
2017-10-03,64
2017-10-04,64
2017-10-05,64
2017-10-06,64
2017-10-07,64
2017-10-08,64
2017-10-09,63
2017-10-10,63
2017-10-11,63
2017-10-12,63
2017-10-13,63
2017-10-14,63
2017-10-15,63
2017-10-16,63
2017-10-17,63
2017-10-18,63
2017-10-19,63
2017-10-20,63
2017-10-21,63
2017-10-22,63
2017-10-23,62
2017-10-24,62
2017-10-25,62
2017-10-26,62
2017-10-27,62
2017-10-28,62
2017-10-29,62
2017-10-30,67
2017-10-31,67
2017-11-01,67
2017-11-02,67
2017-11-03,67
2017-11-04,67
2017-11-05,67
2017-11-06,73
2017-11-07,73
2017-11-08,73
2017-11-09,73
2017-11-10,73
2017-11-11,73
2017-11-12,73
2017-11-13,95
2017-11-14,95
2017-11-15,95
2017-11-16,95
2017-11-17,95
2017-11-18,95
2017-11-19,95
2017-11-20,86
2017-11-21,86
2017-11-22,86
2017-11-23,86
2017-11-24,86
2017-11-25,86
2017-11-26,86
2017-11-27,85
2017-11-28,85
2017-11-29,85
2017-11-30,85
2017-12-01,85
2017-12-02,85
2017-12-03,85
2017-12-04,85
2017-12-05,85
2017-12-06,85
2017-12-07,85
2017-12-08,85
2017-12-09,85
2017-12-10,85
2017-12-11,81
2017-12-12,81
2017-12-13,81
2017-12-14,81
2017-12-15,81
2017-12-16,81
2017-12-17,81
2017-12-18,77
2017-12-19,77
2017-12-20,77
2017-12-21,77
2017-12-22,77
2017-12-23,77
2017-12-24,77
2017-12-25,71
2017-12-26,71
2017-12-27,71
2017-12-28,71
2017-12-29,71
2017-12-30,71
2017-12-31,71
2018-01-01,67
2018-01-02,67
2018-01-03,67
2018-01-04,67
2018-01-05,67
2018-01-06,67
2018-01-07,67
2018-01-08,64
2018-01-09,64
2018-01-10,64
2018-01-11,64
2018-01-12,64
2018-01-13,64
2018-01-14,64
2018-01-15,67
2018-01-16,67
2018-01-17,67
2018-01-18,67
2018-01-19,67
2018-01-20,67
2018-01-21,67
2018-01-22,62
2018-01-23,62
2018-01-24,62
2018-01-25,62
2018-01-26,62
2018-01-27,62
2018-01-28,62
2018-01-29,64
2018-01-30,64
2018-01-31,64
2018-02-01,64
2018-02-02,64
2018-02-03,64
2018-02-04,64
2018-02-05,59
2018-02-06,59
2018-02-07,59
2018-02-08,59
2018-02-09,59
2018-02-10,59
2018-02-11,59
2018-02-12,58
2018-02-13,58
2018-02-14,58
2018-02-15,58
2018-02-16,58
2018-02-17,58
2018-02-18,58
2018-02-19,59
2018-02-20,59
2018-02-21,59
2018-02-22,59
2018-02-23,59
2018-02-24,59
2018-02-25,59
2018-02-26,60
2018-02-27,60
2018-02-28,60
2018-03-01,60
2018-03-02,60
2018-03-03,60
2018-03-04,60
2018-03-05,59
2018-03-06,59
2018-03-07,59
2018-03-08,59
2018-03-09,59
2018-03-10,59
2018-03-11,59
2018-03-12,60
2018-03-13,60
2018-03-14,60
2018-03-15,60
2018-03-16,60
2018-03-17,60
2018-03-18,60
2018-03-19,58
2018-03-20,58
2018-03-21,58
2018-03-22,58
2018-03-23,58
2018-03-24,58
2018-03-25,58
2018-03-26,61
2018-03-27,61
2018-03-28,61
2018-03-29,61
2018-03-30,61
2018-03-31,61
2018-04-01,61
2018-04-02,57
2018-04-03,57
2018-04-04,57
2018-04-05,57
2018-04-06,57
2018-04-07,57
2018-04-08,57
2018-04-09,56
2018-04-10,56
2018-04-11,56
2018-04-12,56
2018-04-13,56
2018-04-14,56
2018-04-15,56
2018-04-16,58
2018-04-17,58
2018-04-18,58
2018-04-19,58
2018-04-20,58
2018-04-21,58
2018-04-22,58
2018-04-23,57
2018-04-24,57
2018-04-25,57
2018-04-26,57
2018-04-27,57
2018-04-28,57
2018-04-29,57
2018-04-30,57
2018-05-01,57
2018-05-02,57
2018-05-03,57
2018-05-04,57
2018-05-05,57
2018-05-06,57
2018-05-07,56
2018-05-08,56
2018-05-09,56
2018-05-10,56
2018-05-11,56
2018-05-12,56
2018-05-13,56
2018-05-14,56
2018-05-15,56
2018-05-16,56
2018-05-17,56
2018-05-18,56
2018-05-19,56
2018-05-20,56
2018-05-21,58
2018-05-22,58
2018-05-23,58
2018-05-24,58
2018-05-25,58
2018-05-26,58
2018-05-27,58
2018-05-28,59
2018-05-29,59
2018-05-30,59
2018-05-31,59
2018-06-01,59
2018-06-02,59
2018-06-03,59
2018-06-04,58
2018-06-05,58
2018-06-06,58
2018-06-07,58
2018-06-08,58
2018-06-09,58
2018-06-10,58
2018-06-11,54
2018-06-12,54
2018-06-13,54
2018-06-14,54
2018-06-15,54
2018-06-16,54
2018-06-17,54
2018-06-18,57
2018-06-19,57
2018-06-20,57
2018-06-21,57
2018-06-22,57
2018-06-23,57
2018-06-24,57
2018-06-25,57
2018-06-26,57
2018-06-27,57
2018-06-28,57
2018-06-29,57
2018-06-30,57
2018-07-01,57
2018-07-02,59
2018-07-03,59
2018-07-04,59
2018-07-05,59
2018-07-06,59
2018-07-07,59
2018-07-08,59
2018-07-09,79
2018-07-10,79
2018-07-11,79
2018-07-12,79
2018-07-13,79
2018-07-14,79
2018-07-15,79
2018-07-16,59
2018-07-17,59
2018-07-18,59
2018-07-19,59
2018-07-20,59
2018-07-21,59
2018-07-22,59
2018-07-23,59
2018-07-24,59
2018-07-25,59
2018-07-26,59
2018-07-27,59
2018-07-28,59
2018-07-29,59
2018-07-30,60
2018-07-31,60
2018-08-01,60
2018-08-02,60
2018-08-03,60
2018-08-04,60
2018-08-05,60
2018-08-06,58
2018-08-07,58
2018-08-08,58
2018-08-09,58
2018-08-10,58
2018-08-11,58
2018-08-12,58
2018-08-13,60
2018-08-14,60
2018-08-15,60
2018-08-16,60
2018-08-17,60
2018-08-18,60
2018-08-19,60
2018-08-20,61
2018-08-21,61
2018-08-22,61
2018-08-23,61
2018-08-24,61
2018-08-25,61
2018-08-26,61
2018-08-27,61
2018-08-28,61
2018-08-29,61
2018-08-30,61
2018-08-31,61
2018-09-01,61
2018-09-02,61
2018-09-03,58
2018-09-04,58
2018-09-05,58
2018-09-06,58
2018-09-07,58
2018-09-08,58
2018-09-09,58
2018-09-10,58
2018-09-11,58
2018-09-12,58
2018-09-13,58
2018-09-14,58
2018-09-15,58
2018-09-16,58
2018-09-17,58
2018-09-18,58
2018-09-19,58
2018-09-20,58
2018-09-21,58
2018-09-22,58
2018-09-23,58
2018-09-24,60
2018-09-25,60
2018-09-26,60
2018-09-27,60
2018-09-28,60
2018-09-29,60
2018-09-30,60
2018-10-01,64
2018-10-02,64
2018-10-03,64
2018-10-04,64
2018-10-05,64
2018-10-06,64
2018-10-07,64
2018-10-08,60
2018-10-09,60
2018-10-10,60
2018-10-11,60
2018-10-12,60
2018-10-13,60
2018-10-14,60
2018-10-15,63
2018-10-16,63
2018-10-17,63
2018-10-18,63
2018-10-19,63
2018-10-20,63
2018-10-21,63
2018-10-22,64
2018-10-23,64
2018-10-24,64
2018-10-25,64
2018-10-26,64
2018-10-27,64
2018-10-28,64
2018-10-29,63
2018-10-30,63
2018-10-31,63
2018-11-01,63
2018-11-02,63
2018-11-03,63
2018-11-04,63
2018-11-05,70
2018-11-06,70
2018-11-07,70
2018-11-08,70
2018-11-09,70
2018-11-10,70
2018-11-11,70
2018-11-12,91
2018-11-13,91
2018-11-14,91
2018-11-15,91
2018-11-16,91
2018-11-17,91
2018-11-18,91
2018-11-19,81
2018-11-20,81
2018-11-21,81
2018-11-22,81
2018-11-23,81
2018-11-24,81
2018-11-25,81
2018-11-26,79
2018-11-27,79
2018-11-28,79
2018-11-29,79
2018-11-30,79
2018-12-01,79
2018-12-02,79
2018-12-03,82
2018-12-04,82
2018-12-05,82
2018-12-06,82
2018-12-07,82
2018-12-08,82
2018-12-09,82
2018-12-10,77
2018-12-11,77
2018-12-12,77
2018-12-13,77
2018-12-14,77
2018-12-15,77
2018-12-16,77
2018-12-17,71
2018-12-18,71
2018-12-19,71
2018-12-20,71
2018-12-21,71
2018-12-22,71
2018-12-23,71
2018-12-24,67
2018-12-25,67
2018-12-26,67
2018-12-27,67
2018-12-28,67
2018-12-29,67
2018-12-30,67
2018-12-31,65
2019-01-01,65
2019-01-02,65
2019-01-03,65
2019-01-04,65
2019-01-05,65
2019-01-06,65
2019-01-07,62
2019-01-08,62
2019-01-09,62
2019-01-10,62
2019-01-11,62
2019-01-12,62
2019-01-13,62
2019-01-14,60
2019-01-15,60
2019-01-16,60
2019-01-17,60
2019-01-18,60
2019-01-19,60
2019-01-20,60
2019-01-21,58
2019-01-22,58
2019-01-23,58
2019-01-24,58
2019-01-25,58
2019-01-26,58
2019-01-27,58
2019-01-28,59
2019-01-29,59
2019-01-30,59
2019-01-31,59
2019-02-01,59
2019-02-02,59
2019-02-03,59
2019-02-04,58
2019-02-05,58
2019-02-06,58
2019-02-07,58
2019-02-08,58
2019-02-09,58
2019-02-10,58
2019-02-11,55
2019-02-12,55
2019-02-13,55
2019-02-14,55
2019-02-15,55
2019-02-16,55
2019-02-17,55
2019-02-18,55
2019-02-19,55
2019-02-20,55
2019-02-21,55
2019-02-22,55
2019-02-23,55
2019-02-24,55
2019-02-25,54
2019-02-26,54
2019-02-27,54
2019-02-28,54
2019-03-01,54
2019-03-02,54
2019-03-03,54
2019-03-04,55
2019-03-05,55
2019-03-06,55
2019-03-07,55
2019-03-08,55
2019-03-09,55
2019-03-10,55
2019-03-11,55
2019-03-12,55
2019-03-13,55
2019-03-14,55
2019-03-15,55
2019-03-16,55
2019-03-17,55
2019-03-18,56
2019-03-19,56
2019-03-20,56
2019-03-21,56
2019-03-22,56
2019-03-23,56
2019-03-24,56
2019-03-25,59
2019-03-26,59
2019-03-27,59
2019-03-28,59
2019-03-29,59
2019-03-30,59
2019-03-31,59
2019-04-01,59
2019-04-02,59
2019-04-03,59
2019-04-04,59
2019-04-05,59
2019-04-06,59
2019-04-07,59
2019-04-08,57
2019-04-09,57
2019-04-10,57
2019-04-11,57
2019-04-12,57
2019-04-13,57
2019-04-14,57
2019-04-15,56
2019-04-16,56
2019-04-17,56
2019-04-18,56
2019-04-19,56
2019-04-20,56
2019-04-21,56
2019-04-22,59
2019-04-23,59
2019-04-24,59
2019-04-25,59
2019-04-26,59
2019-04-27,59
2019-04-28,59
2019-04-29,59
2019-04-30,59
2019-05-01,59
2019-05-02,59
2019-05-03,59
2019-05-04,59
2019-05-05,59
2019-05-06,60
2019-05-07,60
2019-05-08,60
2019-05-09,60
2019-05-10,60
2019-05-11,60
2019-05-12,60
2019-05-13,59
2019-05-14,59
2019-05-15,59
2019-05-16,59
2019-05-17,59
2019-05-18,59
2019-05-19,59
2019-05-20,59
2019-05-21,59
2019-05-22,59
2019-05-23,59
2019-05-24,59
2019-05-25,59
2019-05-26,59
2019-05-27,62
2019-05-28,62
2019-05-29,62
2019-05-30,62
2019-05-31,62
2019-06-01,62
2019-06-02,62
2019-06-03,62
2019-06-04,62
2019-06-05,62
2019-06-06,62
2019-06-07,62
2019-06-08,62
2019-06-09,62
2019-06-10,61
2019-06-11,61
2019-06-12,61
2019-06-13,61
2019-06-14,61
2019-06-15,61
2019-06-16,61
2019-06-17,59
2019-06-18,59
2019-06-19,59
2019-06-20,59
2019-06-21,59
2019-06-22,59
2019-06-23,59
2019-06-24,60
2019-06-25,60
2019-06-26,60
2019-06-27,60
2019-06-28,60
2019-06-29,60
2019-06-30,60
2019-07-01,65
2019-07-02,65
2019-07-03,65
2019-07-04,65
2019-07-05,65
2019-07-06,65
2019-07-07,65
2019-07-08,84
2019-07-09,84
2019-07-10,84
2019-07-11,84
2019-07-12,84
2019-07-13,84
2019-07-14,84
2019-07-15,61
2019-07-16,61
2019-07-17,61
2019-07-18,61
2019-07-19,61
2019-07-20,61
2019-07-21,61
2019-07-22,64
2019-07-23,64
2019-07-24,64
2019-07-25,64
2019-07-26,64
2019-07-27,64
2019-07-28,64
2019-07-29,62
2019-07-30,62
2019-07-31,62
2019-08-01,62
2019-08-02,62
2019-08-03,62
2019-08-04,62
2019-08-05,63
2019-08-06,63
2019-08-07,63
2019-08-08,63
2019-08-09,63
2019-08-10,63
2019-08-11,63
2019-08-12,68
2019-08-13,68
2019-08-14,68
2019-08-15,68
2019-08-16,68
2019-08-17,68
2019-08-18,68
2019-08-19,64
2019-08-20,64
2019-08-21,64
2019-08-22,64
2019-08-23,64
2019-08-24,64
2019-08-25,64
2019-08-26,62
2019-08-27,62
2019-08-28,62
2019-08-29,62
2019-08-30,62
2019-08-31,62
2019-09-01,62
2019-09-02,61
2019-09-03,61
2019-09-04,61
2019-09-05,61
2019-09-06,61
2019-09-07,61
2019-09-08,61
2019-09-09,64
2019-09-10,64
2019-09-11,64
2019-09-12,64
2019-09-13,64
2019-09-14,64
2019-09-15,64
2019-09-16,67
2019-09-17,67
2019-09-18,67
2019-09-19,67
2019-09-20,67
2019-09-21,67
2019-09-22,67
2019-09-23,71
2019-09-24,71
2019-09-25,71
2019-09-26,71
2019-09-27,71
2019-09-28,71
2019-09-29,71
2019-09-30,66
2019-10-01,66
2019-10-02,66
2019-10-03,66
2019-10-04,66
2019-10-05,66
2019-10-06,66
2019-10-07,70
2019-10-08,70
2019-10-09,70
2019-10-10,70
2019-10-11,70
2019-10-12,70
2019-10-13,70
2019-10-14,69
2019-10-15,69
2019-10-16,69
2019-10-17,69
2019-10-18,69
2019-10-19,69
2019-10-20,69
2019-10-21,69
2019-10-22,69
2019-10-23,69
2019-10-24,69
2019-10-25,69
2019-10-26,69
2019-10-27,69
2019-10-28,70
2019-10-29,70
2019-10-30,70
2019-10-31,70
2019-11-01,70
2019-11-02,70
2019-11-03,70
2019-11-04,74
2019-11-05,74
2019-11-06,74
2019-11-07,74
2019-11-08,74
2019-11-09,74
2019-11-10,74
2019-11-11,82
2019-11-12,82
2019-11-13,82
2019-11-14,82
2019-11-15,82
2019-11-16,82
2019-11-17,82
2019-11-18,98
2019-11-19,98
2019-11-20,98
2019-11-21,98
2019-11-22,98
2019-11-23,98
2019-11-24,98
2019-11-25,96
2019-11-26,96
2019-11-27,96
2019-11-28,96
2019-11-29,96
2019-11-30,96
2019-12-01,96
2019-12-02,89
2019-12-03,89
2019-12-04,89
2019-12-05,89
2019-12-06,89
2019-12-07,89
2019-12-08,89
2019-12-09,89
2019-12-10,89
2019-12-11,89
2019-12-12,89
2019-12-13,89
2019-12-14,89
2019-12-15,89
2019-12-16,80
2019-12-17,80
2019-12-18,80
2019-12-19,80
2019-12-20,80
2019-12-21,80
2019-12-22,80
2019-12-23,72
2019-12-24,72
2019-12-25,72
2019-12-26,72
2019-12-27,72
2019-12-28,72
2019-12-29,72
2019-12-30,70
2019-12-31,70
2020-01-01,70
2020-01-02,70
2020-01-03,70
2020-01-04,70
2020-01-05,70
2020-01-06,69
2020-01-07,69
2020-01-08,69
2020-01-09,69
2020-01-10,69
2020-01-11,69
2020-01-12,69
2020-01-13,67
2020-01-14,67
2020-01-15,67
2020-01-16,67
2020-01-17,67
2020-01-18,67
2020-01-19,67
2020-01-20,66
2020-01-21,66
2020-01-22,66
2020-01-23,66
2020-01-24,66
2020-01-25,66
2020-01-26,66
2020-01-27,65
2020-01-28,65
2020-01-29,65
2020-01-30,65
2020-01-31,65
2020-02-01,65
2020-02-02,65
2020-02-03,65
2020-02-04,65
2020-02-05,65
2020-02-06,65
2020-02-07,65
2020-02-08,65
2020-02-09,65
2020-02-10,65
2020-02-11,65
2020-02-12,65
2020-02-13,65
2020-02-14,65
2020-02-15,65
2020-02-16,65
2020-02-17,66
2020-02-18,66
2020-02-19,66
2020-02-20,66
2020-02-21,66
2020-02-22,66
2020-02-23,66
2020-02-24,68
2020-02-25,68
2020-02-26,68
2020-02-27,68
2020-02-28,68
2020-02-29,68
2020-03-01,68
2020-03-02,68
2020-03-03,68
2020-03-04,68
2020-03-05,68
2020-03-06,68
2020-03-07,68
2020-03-08,68
2020-03-09,79
2020-03-10,79
2020-03-11,79
2020-03-12,79
2020-03-13,79
2020-03-14,79
2020-03-15,79
2020-03-16,80
2020-03-17,80
2020-03-18,80
2020-03-19,80
2020-03-20,80
2020-03-21,80
2020-03-22,80
2020-03-23,86
2020-03-24,86
2020-03-25,86
2020-03-26,86
2020-03-27,86
2020-03-28,86
2020-03-29,86
2020-03-30,88
2020-03-31,88
2020-04-01,88
2020-04-02,88
2020-04-03,88
2020-04-04,88
2020-04-05,88
2020-04-06,89
2020-04-07,89
2020-04-08,89
2020-04-09,89
2020-04-10,89
2020-04-11,89
2020-04-12,89
2020-04-13,89
2020-04-14,89
2020-04-15,89
2020-04-16,89
2020-04-17,89
2020-04-18,89
2020-04-19,89
2020-04-20,90
2020-04-21,90
2020-04-22,90
2020-04-23,90
2020-04-24,90
2020-04-25,90
2020-04-26,90
2020-04-27,85
2020-04-28,85
2020-04-29,85
2020-04-30,85
2020-05-01,85
2020-05-02,85
2020-05-03,85
2020-05-04,87
2020-05-05,87
2020-05-06,87
2020-05-07,87
2020-05-08,87
2020-05-09,87
2020-05-10,87
2020-05-11,87
2020-05-12,87
2020-05-13,87
2020-05-14,87
2020-05-15,87
2020-05-16,87
2020-05-17,87
2020-05-18,84
2020-05-19,84
2020-05-20,84
2020-05-21,84
2020-05-22,84
2020-05-23,84
2020-05-24,84
2020-05-25,80
2020-05-26,80
2020-05-27,80
2020-05-28,80
2020-05-29,80
2020-05-30,80
2020-05-31,80
2020-06-01,80
2020-06-02,80
2020-06-03,80
2020-06-04,80
2020-06-05,80
2020-06-06,80
2020-06-07,80
2020-06-08,77
2020-06-09,77
2020-06-10,77
2020-06-11,77
2020-06-12,77
2020-06-13,77
2020-06-14,77
2020-06-15,77
2020-06-16,77
2020-06-17,77
2020-06-18,77
2020-06-19,77
2020-06-20,77
2020-06-21,77
2020-06-22,80
2020-06-23,80
2020-06-24,80
2020-06-25,80
2020-06-26,80
2020-06-27,80
2020-06-28,80
2020-06-29,81
2020-06-30,81
2020-07-01,81
2020-07-02,81
2020-07-03,81
2020-07-04,81
2020-07-05,81
2020-07-06,78
2020-07-07,78
2020-07-08,78
2020-07-09,78
2020-07-10,78
2020-07-11,78
2020-07-12,78
2020-07-13,79
2020-07-14,79
2020-07-15,79
2020-07-16,79
2020-07-17,79
2020-07-18,79
2020-07-19,79
2020-07-20,78
2020-07-21,78
2020-07-22,78
2020-07-23,78
2020-07-24,78
2020-07-25,78
2020-07-26,78
2020-07-27,77
2020-07-28,77
2020-07-29,77
2020-07-30,77
2020-07-31,77
2020-08-01,77
2020-08-02,77
2020-08-03,75
2020-08-04,75
2020-08-05,75
2020-08-06,75
2020-08-07,75
2020-08-08,75
2020-08-09,75
2020-08-10,74
2020-08-11,74
2020-08-12,74
2020-08-13,74
2020-08-14,74
2020-08-15,74
2020-08-16,74
2020-08-17,75
2020-08-18,75
2020-08-19,75
2020-08-20,75
2020-08-21,75
2020-08-22,75
2020-08-23,75
2020-08-24,75
2020-08-25,75
2020-08-26,75
2020-08-27,75
2020-08-28,75
2020-08-29,75
2020-08-30,75
2020-08-31,72
2020-09-01,72
2020-09-02,72
2020-09-03,72
2020-09-04,72
2020-09-05,72
2020-09-06,72
2020-09-07,73
2020-09-08,73
2020-09-09,73
2020-09-10,73
2020-09-11,73
2020-09-12,73
2020-09-13,73
2020-09-14,71
2020-09-15,71
2020-09-16,71
2020-09-17,71
2020-09-18,71
2020-09-19,71
2020-09-20,71
2020-09-21,73
2020-09-22,73
2020-09-23,73
2020-09-24,73
2020-09-25,73
2020-09-26,73
2020-09-27,73
2020-09-28,72
2020-09-29,72
2020-09-30,72
2020-10-01,72
2020-10-02,72
2020-10-03,72
2020-10-04,72
2020-10-05,90
2020-10-06,90
2020-10-07,90
2020-10-08,90
2020-10-09,90
2020-10-10,90
2020-10-11,90
2020-10-12,78
2020-10-13,78
2020-10-14,78
2020-10-15,78
2020-10-16,78
2020-10-17,78
2020-10-18,78
2020-10-19,79
2020-10-20,79
2020-10-21,79
2020-10-22,79
2020-10-23,79
2020-10-24,79
2020-10-25,79
2020-10-26,77
2020-10-27,77
2020-10-28,77
2020-10-29,77
2020-10-30,77
2020-10-31,77
2020-11-01,77
2020-11-02,87
2020-11-03,87
2020-11-04,87
2020-11-05,87
2020-11-06,87
2020-11-07,87
2020-11-08,87
2020-11-09,92
2020-11-10,92
2020-11-11,92
2020-11-12,92
2020-11-13,92
2020-11-14,92
2020-11-15,92
2020-11-16,100
2020-11-17,100
2020-11-18,100
2020-11-19,100
2020-11-20,100
2020-11-21,100
2020-11-22,100
2020-11-23,96
2020-11-24,96
2020-11-25,96
2020-11-26,96
2020-11-27,96
2020-11-28,96
2020-11-29,96
2020-11-30,93
2020-12-01,93
2020-12-02,93
2020-12-03,93
2020-12-04,93
2020-12-05,93
2020-12-06,93
2020-12-07,92
2020-12-08,92
2020-12-09,92
2020-12-10,92
2020-12-11,92
2020-12-12,92
2020-12-13,92
2020-12-14,85
2020-12-15,85
2020-12-16,85
2020-12-17,85
2020-12-18,85
2020-12-19,85
2020-12-20,85
2020-12-21,85
2020-12-22,85
2020-12-23,85
2020-12-24,85
2020-12-25,85
2020-12-26,85
2020-12-27,85
2020-12-28,88
2020-12-29,88
2020-12-30,88
2020-12-31,88
2021-01-01,88
2021-01-02,88
2021-01-03,88
